split,image,image_sha256,snr_db,draw,noise_seed,subset,groups,payload_uses,scale_uses,feedback_uses,total_uses,cbr_total,mse,psnr,ms_ssim,lpips,batched_decoder_seconds_per_subset
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,3,1892435547,1,1,5120.0,64,12,5196.0,0.02642822265625,0.0002456775400787592,36.09634780883789,0.9860402941703796,0.1120208203792572,0.003960233501857147
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,3,1892435547,2,1,5120.0,64,12,5196.0,0.02642822265625,0.00024511583615094423,36.10628890991211,0.9860492944717407,0.1119116023182869,0.003960233501857147
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,3,1892435547,3,2,6144.0,96,12,6252.0,0.03179931640625,0.00024601357290521264,36.09040832519531,0.986055850982666,0.11191336065530777,0.003960233501857147
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,3,1892435547,4,1,5120.0,64,12,5196.0,0.02642822265625,0.0002451922046020627,36.10493469238281,0.9860329627990723,0.11202865839004517,0.004056129997479729
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,3,1892435547,5,2,6144.0,96,12,6252.0,0.03179931640625,0.00024610350374132395,36.08882141113281,0.9860399961471558,0.11200342327356339,0.004056129997479729
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,3,1892435547,6,2,6144.0,96,12,6252.0,0.03179931640625,0.0002455193316563964,36.099143981933594,0.9860503077507019,0.11195094883441925,0.004056129997479729
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,3,1892435547,7,3,7168.0,128,12,7308.0,0.03717041015625,0.00024645336088724434,36.0826530456543,0.9860546588897705,0.11190064251422882,0.004056129997479729
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,3,1892435547,8,1,5120.0,64,12,5196.0,0.02642822265625,0.0002450686297379434,36.10712432861328,0.9860328435897827,0.11193103343248367,0.003913246750016697
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,3,1892435547,9,2,6144.0,96,12,6252.0,0.03179931640625,0.00024595457944087684,36.091453552246094,0.986040472984314,0.11187748610973358,0.003913246750016697
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,3,1892435547,10,2,6144.0,96,12,6252.0,0.03179931640625,0.0002454057685099542,36.10115432739258,0.9860464930534363,0.11180798709392548,0.003913246750016697
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,3,1892435547,11,3,7168.0,128,12,7308.0,0.03717041015625,0.0002463145647197962,36.08509826660156,0.9860515594482422,0.11179732531309128,0.003913246750016697
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,3,1892435547,12,2,6144.0,96,12,6252.0,0.03179931640625,0.0002454891218803823,36.09967803955078,0.9860323667526245,0.11192628741264343,0.003786575252888724
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,3,1892435547,13,3,7168.0,128,12,7308.0,0.03717041015625,0.0002464114222675562,36.08339309692383,0.9860391616821289,0.11190270632505417,0.003786575252888724
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,3,1892435547,14,3,7168.0,128,12,7308.0,0.03717041015625,0.0002458401722833514,36.093475341796875,0.9860469698905945,0.11181654036045074,0.003786575252888724
oracle_gate,0821.png,0eb14dfcb1d21cb5d3437dc5135c458154cd7fabed8147fbdc415d3ef671c14b,10.0,3,1892435547,15,4,8192.0,160,12,8364.0,0.04254150390625,0.00024678526096977293,36.07680892944336,0.9860490560531616,0.11179450899362564,0.003786575252888724
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,0,3081138898,0,0,4096.0,32,10,4138.0,0.021046956380208332,0.0013728502672165632,28.623769760131836,0.9363749027252197,0.2715209722518921,0.003971252503106371
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,0,3081138898,1,1,5120.0,64,12,5196.0,0.02642822265625,0.001372843747958541,28.623788833618164,0.9363054037094116,0.27042222023010254,0.003971252503106371
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,0,3081138898,2,1,5120.0,64,12,5196.0,0.02642822265625,0.0013731515500694513,28.62281608581543,0.9363829493522644,0.2705916166305542,0.003971252503106371
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,0,3081138898,3,2,6144.0,96,12,6252.0,0.03179931640625,0.001372647238895297,28.62441062927246,0.9363628625869751,0.2705826759338379,0.003971252503106371
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,0,3081138898,4,1,5120.0,64,12,5196.0,0.02642822265625,0.0013727883342653513,28.623964309692383,0.9363492727279663,0.27032771706581116,0.003990298995631747
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,0,3081138898,5,2,6144.0,96,12,6252.0,0.03179931640625,0.0013723260490223765,28.62542724609375,0.9363311529159546,0.2703193426132202,0.003990298995631747
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,0,3081138898,6,2,6144.0,96,12,6252.0,0.03179931640625,0.0013725252356380224,28.624797821044922,0.9364051818847656,0.270496129989624,0.003990298995631747
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,0,3081138898,7,3,7168.0,128,12,7308.0,0.03717041015625,0.0013722311705350876,28.6257266998291,0.9363806247711182,0.2704892158508301,0.003990298995631747
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,0,3081138898,8,1,5120.0,64,12,5196.0,0.02642822265625,0.0013742264127358794,28.61941909790039,0.936347484588623,0.27051636576652527,0.003930483246222138
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,0,3081138898,9,2,6144.0,96,12,6252.0,0.03179931640625,0.0013736772816628218,28.62115478515625,0.936313807964325,0.27050793170928955,0.003930483246222138
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,0,3081138898,10,2,6144.0,96,12,6252.0,0.03179931640625,0.0013740680878981948,28.619918823242188,0.9363734126091003,0.2706700265407562,0.003930483246222138
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,0,3081138898,11,3,7168.0,128,12,7308.0,0.03717041015625,0.0013736875262111425,28.621122360229492,0.9363488554954529,0.2706621587276459,0.003930483246222138
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,0,3081138898,12,2,6144.0,96,12,6252.0,0.03179931640625,0.0013737303670495749,28.62098503112793,0.9363378286361694,0.27040132880210876,0.0038841265049995854
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,0,3081138898,13,3,7168.0,128,12,7308.0,0.03717041015625,0.0013733913656324148,28.62205696105957,0.9363207817077637,0.270410418510437,0.0038841265049995854
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,0,3081138898,14,3,7168.0,128,12,7308.0,0.03717041015625,0.001373673789203167,28.621166229248047,0.9363912343978882,0.2705710828304291,0.0038841265049995854
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,0,3081138898,15,4,8192.0,160,12,8364.0,0.04254150390625,0.001373501494526863,28.6217098236084,0.9363552927970886,0.2705838084220886,0.0038841265049995854
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,1,4065083178,0,0,4096.0,32,10,4138.0,0.021046956380208332,0.0013696476817131042,28.6339111328125,0.9375202059745789,0.27374112606048584,0.0038365502550732344
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,1,4065083178,1,1,5120.0,64,12,5196.0,0.02642822265625,0.0013724910095334053,28.62490463256836,0.937548041343689,0.27315205335617065,0.0038365502550732344
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,1,4065083178,2,1,5120.0,64,12,5196.0,0.02642822265625,0.001372957369312644,28.623430252075195,0.9376139640808105,0.27340221405029297,0.0038365502550732344
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,1,4065083178,3,2,6144.0,96,12,6252.0,0.03179931640625,0.0013707306934520602,28.630481719970703,0.9375836849212646,0.2732113003730774,0.0038365502550732344
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,1,4065083178,4,1,5120.0,64,12,5196.0,0.02642822265625,0.0013736397959291935,28.621273040771484,0.9375337958335876,0.27337557077407837,0.003929002006771043
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,1,4065083178,5,2,6144.0,96,12,6252.0,0.03179931640625,0.0013714665547013283,28.628149032592773,0.9375016093254089,0.27316880226135254,0.003929002006771043
oracle_gate,0822.png,a1d308fd62adecb1ea8b0fa8d0c687c92d3cf0d3358e598c8b97aca1b9cf8ad0,10.0,1,4065083178,6,2,6144.0,96,12,6252.0,0.03179931640625,0.0013718133559450507,28.627050399780273,0.9375607371330261,0.2734079957008362,0.003929002006771043
