dataset,image,training_seed,channel_seed,snr_db,speed_kmh,scale_mode,method,nack,payload_uses,scale_bits,feedback_bits,total_uses,psnr,mse,lpips,ms_ssim,outage,false_ack
kodak,18.png,2030,9001,0.0,30.0,ideal,flowharq,1,8192,4096,2,16388,19.449140548706055,0.01135235745459795,0.5753505229949951,0.7598704695701599,1,0
kodak,19.png,2030,9001,0.0,30.0,ideal,flowharq,1,8192,4096,2,16388,20.425125122070312,0.009067501872777939,0.5990074872970581,0.774275004863739,1,0
kodak,20.png,2030,9001,0.0,30.0,ideal,flowharq,1,8192,4096,2,16388,21.97513198852539,0.006345806177705526,0.362651526927948,0.8679949641227722,1,0
kodak,17.png,2030,9001,0.0,30.0,binary16,direct,0,4096,4096,1,12290,24.05826187133789,0.003928021993488073,0.5892652273178101,0.7901983857154846,0,0
kodak,18.png,2030,9001,0.0,30.0,binary16,direct,0,4096,4096,1,12290,18.516725540161133,0.014071079902350903,0.6533962488174438,0.6764407753944397,1,1
kodak,19.png,2030,9001,0.0,30.0,binary16,direct,0,4096,4096,1,12290,20.37318992614746,0.0091765858232975,0.6081582903862,0.7657927870750427,1,1
kodak,20.png,2030,9001,0.0,30.0,binary16,direct,0,4096,4096,1,12290,21.347965240478516,0.007331679109483957,0.39027222990989685,0.83146733045578,1,1
kodak,17.png,2030,9001,0.0,30.0,binary16,full_harq,1,8192,4096,2,16388,24.463741302490234,0.0035778796300292015,0.5739709138870239,0.8145473003387451,0,0
kodak,18.png,2030,9001,0.0,30.0,binary16,full_harq,1,8192,4096,2,16388,19.44911003112793,0.011352434754371643,0.5753403902053833,0.7598695755004883,1,0
kodak,19.png,2030,9001,0.0,30.0,binary16,full_harq,1,8192,4096,2,16388,20.42510986328125,0.009067528881132603,0.5990068912506104,0.7742767930030823,1,0
kodak,20.png,2030,9001,0.0,30.0,binary16,full_harq,1,8192,4096,2,16388,21.975202560424805,0.006345702800899744,0.36265435814857483,0.8679954409599304,1,0
kodak,17.png,2030,9001,0.0,30.0,binary16,fm_only,0,4096,4096,1,12290,24.158761978149414,0.0038381663616746664,0.585098922252655,0.7882338166236877,0,0
kodak,18.png,2030,9001,0.0,30.0,binary16,fm_only,0,4096,4096,1,12290,18.49860191345215,0.014129921793937683,0.6569198369979858,0.673276960849762,1,1
kodak,19.png,2030,9001,0.0,30.0,binary16,fm_only,0,4096,4096,1,12290,20.352008819580078,0.009221449494361877,0.6134178638458252,0.7661704421043396,1,1
